person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,probability_of_default_xgb (%),predicted_status_xgb,real_status (Target),segmento_riesgo_IA
22,50000,RENT,6.0,EDUCATION,C,10000,13.57,0,0.2,Y,3,14.336452,0,0,Riesgo Bajo
31,44000,RENT,4.0,DEBTCONSOLIDATION,D,12000,17.27,1,0.27,N,7,94.113106,1,1,Riesgo Alto
23,24000,OWN,5.0,EDUCATION,B,7000,11.86,0,0.29,N,4,0.17013377,0,0,Riesgo Bajo
34,30000,MORTGAGE,6.0,MEDICAL,B,4650,10.99,0,0.15,N,8,40.126865,0,0,Riesgo Medio
40,142000,MORTGAGE,8.0,VENTURE,B,15000,10.99,0,0.11,N,14,0.7839757,0,0,Riesgo Bajo
38,74000,RENT,21.0,DEBTCONSOLIDATION,B,4000,11.26,0,0.05,N,14,23.907701,0,0,Riesgo Medio
23,96000,MORTGAGE,0.0,VENTURE,B,20000,11.11,0,0.21,N,2,1.2368037,0,0,Riesgo Bajo
26,44000,RENT,0.0,MEDICAL,E,8400,14.5,1,0.19,Y,3,97.85444,1,1,Riesgo Alto
38,150000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7500,10.0,0,0.05,N,13,8.667913,0,0,Riesgo Bajo
26,40000,MORTGAGE,5.0,MEDICAL,A,16000,10.99,0,0.4,N,3,40.015747,0,0,Riesgo Medio
24,44000,RENT,1.0,DEBTCONSOLIDATION,D,4000,17.58,1,0.09,N,2,99.10319,1,1,Riesgo Alto
27,60000,MORTGAGE,8.0,EDUCATION,A,2000,7.29,0,0.03,N,7,8.336964,0,0,Riesgo Bajo
23,48645,RENT,1.0,VENTURE,B,12000,10.25,0,0.25,N,4,0.87189645,0,0,Riesgo Bajo
23,52000,RENT,5.0,PERSONAL,D,4600,14.96,1,0.09,N,2,55.994522,1,1,Riesgo Alto
22,30000,RENT,2.0,VENTURE,D,4200,15.31,1,0.14,Y,2,98.329666,1,1,Riesgo Alto
27,31000,RENT,0.0,MEDICAL,B,4000,10.74,0,0.13,N,7,29.634958,0,0,Riesgo Medio
28,33000,RENT,12.0,PERSONAL,C,8000,14.65,1,0.24,N,9,60.90892,1,1,Riesgo Alto
23,23500,RENT,4.0,EDUCATION,C,3000,13.23,0,0.13,Y,2,16.514856,0,0,Riesgo Bajo
34,65000,MORTGAGE,17.0,PERSONAL,B,10000,11.36,0,0.15,N,7,14.283557,0,0,Riesgo Bajo
23,39325,MORTGAGE,3.0,EDUCATION,C,2800,12.87,1,0.07,N,4,21.839602,0,1,Riesgo Medio
23,14650,RENT,0.0,DEBTCONSOLIDATION,D,1400,15.62,1,0.1,Y,3,99.42363,1,1,Riesgo Alto
22,23000,RENT,2.0,EDUCATION,C,7750,10.99,1,0.34,Y,4,98.559204,1,1,Riesgo Alto
39,117996,RENT,6.0,HOMEIMPROVEMENT,D,7500,13.24,1,0.06,Y,14,59.2389,1,1,Riesgo Alto
25,70200,RENT,9.0,PERSONAL,E,18000,16.45,0,0.26,Y,3,46.570827,0,0,Riesgo Medio
30,350000,OWN,3.0,PERSONAL,A,32000,6.62,0,0.09,N,7,0.2937297,0,0,Riesgo Bajo
21,51000,RENT,5.0,VENTURE,D,1600,15.62,1,0.03,N,4,44.607765,0,1,Riesgo Medio
42,73100,RENT,4.0,MEDICAL,D,12000,16.77,1,0.14,Y,13,96.145836,1,1,Riesgo Alto
38,81000,RENT,7.0,DEBTCONSOLIDATION,B,18000,10.59,0,0.22,N,16,17.570013,0,0,Riesgo Bajo
31,29000,RENT,4.0,PERSONAL,B,3700,9.91,1,0.13,N,7,41.908108,0,1,Riesgo Medio
24,55000,RENT,0.0,DEBTCONSOLIDATION,A,6000,6.03,0,0.11,N,4,10.223632,0,0,Riesgo Bajo
22,76000,MORTGAGE,5.0,VENTURE,B,24000,10.99,0,0.32,N,2,4.6959,0,0,Riesgo Bajo
22,43000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8500,12.09,0,0.2,Y,4,32.850933,0,0,Riesgo Medio
24,40000,RENT,0.0,MEDICAL,A,15000,7.88,1,0.38,N,4,98.91416,1,1,Riesgo Alto
24,95000,RENT,8.0,DEBTCONSOLIDATION,A,10000,10.99,0,0.11,N,2,12.404643,0,0,Riesgo Bajo
22,72000,RENT,0.0,VENTURE,B,9975,10.99,0,0.14,N,3,1.0616194,0,0,Riesgo Bajo
25,34000,MORTGAGE,1.0,EDUCATION,B,10000,11.26,0,0.29,N,3,68.15961,1,0,Riesgo Alto
30,46044,RENT,4.0,MEDICAL,B,5000,10.99,0,0.11,N,9,24.098143,0,0,Riesgo Medio
26,26400,MORTGAGE,10.0,DEBTCONSOLIDATION,C,8500,13.23,0,0.32,N,4,67.14363,1,0,Riesgo Alto
23,85000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,5000,14.35,0,0.06,Y,2,33.497856,0,0,Riesgo Medio
22,30000,RENT,0.0,VENTURE,B,3600,12.21,0,0.12,N,3,6.013404,0,0,Riesgo Bajo
23,73000,RENT,0.0,DEBTCONSOLIDATION,B,6825,10.99,0,0.09,N,3,28.20337,0,0,Riesgo Medio
33,23004,RENT,6.0,PERSONAL,C,3000,13.43,0,0.13,Y,5,25.020117,0,0,Riesgo Medio
40,14400,RENT,0.0,MEDICAL,B,1000,9.25,0,0.07,N,11,26.531336,0,0,Riesgo Medio
36,140000,MORTGAGE,21.0,PERSONAL,A,8000,6.99,0,0.06,N,11,10.882042,0,0,Riesgo Bajo
25,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.36,1,0.33,N,2,99.06484,1,1,Riesgo Alto
34,50004,RENT,5.0,VENTURE,B,8500,9.45,0,0.17,N,6,0.442008,0,0,Riesgo Bajo
22,52000,RENT,0.0,VENTURE,D,8000,15.58,1,0.15,N,3,95.36102,1,1,Riesgo Alto
23,103000,RENT,4.0,DEBTCONSOLIDATION,C,16800,13.11,0,0.16,N,4,20.058554,0,0,Riesgo Medio
27,56000,MORTGAGE,0.0,EDUCATION,D,25000,13.55,1,0.45,N,8,56.908333,1,1,Riesgo Alto
23,54000,MORTGAGE,0.0,EDUCATION,B,10000,11.49,0,0.19,N,4,25.210125,0,0,Riesgo Medio
29,27600,RENT,2.0,EDUCATION,A,7500,6.62,0,0.27,N,9,24.595482,0,0,Riesgo Medio
25,100000,MORTGAGE,9.0,MEDICAL,A,12000,8.94,0,0.12,N,4,9.365118,0,0,Riesgo Bajo
25,115000,OWN,5.0,VENTURE,F,8000,19.13,0,0.07,Y,2,30.831873,0,0,Riesgo Medio
26,36000,MORTGAGE,5.0,PERSONAL,A,4000,10.99,0,0.11,N,3,27.264395,0,0,Riesgo Medio
25,126000,MORTGAGE,9.0,EDUCATION,A,15000,7.9,0,0.12,N,3,5.648886,0,0,Riesgo Bajo
32,59004,RENT,2.0,HOMEIMPROVEMENT,B,6000,11.49,0,0.1,N,8,53.61092,1,0,Riesgo Alto
22,79000,MORTGAGE,6.0,EDUCATION,B,10000,10.99,0,0.13,N,2,21.45881,0,0,Riesgo Medio
37,48000,RENT,8.0,EDUCATION,A,3000,6.99,0,0.06,N,14,10.198806,0,0,Riesgo Bajo
26,100000,MORTGAGE,9.0,EDUCATION,B,12800,9.45,0,0.13,N,3,10.459563,0,0,Riesgo Bajo
22,27000,RENT,6.0,DEBTCONSOLIDATION,A,5000,9.32,0,0.19,N,2,35.2016,0,0,Riesgo Medio
22,40000,RENT,2.0,EDUCATION,B,8000,12.18,0,0.2,N,4,13.048382,0,0,Riesgo Bajo
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,3.615851,0,0,Riesgo Bajo
40,90996,MORTGAGE,9.0,HOMEIMPROVEMENT,A,22000,6.17,0,0.24,N,14,1.9891728,0,0,Riesgo Bajo
40,49788,RENT,1.0,DEBTCONSOLIDATION,A,1500,9.32,0,0.03,N,16,23.869097,0,0,Riesgo Medio
22,38000,RENT,2.0,EDUCATION,C,1500,13.22,0,0.04,Y,2,17.441164,0,0,Riesgo Bajo
26,52703,MORTGAGE,5.0,MEDICAL,B,4000,11.89,1,0.06,N,4,31.26371,0,1,Riesgo Medio
29,42000,RENT,0.0,EDUCATION,C,7500,12.87,0,0.18,Y,8,27.942917,0,0,Riesgo Medio
23,57000,MORTGAGE,7.0,PERSONAL,A,9250,5.99,0,0.16,N,4,11.658593,0,0,Riesgo Bajo
28,45100,MORTGAGE,2.0,VENTURE,A,6000,5.42,0,0.13,N,9,0.7178979,0,0,Riesgo Bajo
24,120000,MORTGAGE,0.0,EDUCATION,D,25000,15.2,0,0.21,Y,3,40.38615,0,0,Riesgo Medio
30,60000,RENT,14.0,MEDICAL,C,18500,12.99,1,0.31,N,5,97.52542,1,1,Riesgo Alto
32,65000,RENT,4.0,MEDICAL,A,6000,7.49,0,0.09,N,5,6.9123397,0,0,Riesgo Bajo
23,91092,MORTGAGE,2.0,PERSONAL,C,10000,13.43,0,0.11,N,2,12.206762,0,0,Riesgo Bajo
32,65000,RENT,2.0,HOMEIMPROVEMENT,C,11600,13.49,0,0.18,Y,8,18.871187,0,0,Riesgo Bajo
26,29406,RENT,5.0,HOMEIMPROVEMENT,B,10000,11.71,1,0.34,N,4,99.57756,1,1,Riesgo Alto
26,45000,RENT,5.0,EDUCATION,D,8000,18.25,0,0.18,N,2,41.49329,0,0,Riesgo Medio
23,62000,RENT,0.0,EDUCATION,C,10000,14.27,0,0.16,Y,2,26.78762,0,0,Riesgo Medio
23,116000,RENT,7.0,VENTURE,A,11000,8.94,0,0.09,N,2,0.788339,0,0,Riesgo Bajo
33,62000,RENT,4.0,VENTURE,B,8000,11.48,0,0.13,N,7,1.436214,0,0,Riesgo Bajo
26,67983,MORTGAGE,7.0,MEDICAL,D,15000,16.49,1,0.19,N,3,96.581696,1,1,Riesgo Alto
22,48000,MORTGAGE,0.0,MEDICAL,A,5000,6.03,0,0.1,N,4,15.560821,0,0,Riesgo Bajo
26,115600,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9925,7.29,0,0.09,N,4,5.2580314,0,0,Riesgo Bajo
25,53000,RENT,6.0,MEDICAL,C,3000,13.99,0,0.06,Y,2,43.642815,0,0,Riesgo Medio
23,20664,RENT,4.0,EDUCATION,C,4550,13.72,0,0.22,Y,3,14.788312,0,0,Riesgo Bajo
22,70000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,25000,13.79,1,0.36,N,3,47.07662,0,1,Riesgo Medio
27,93000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,7000,5.42,0,0.08,N,8,3.615645,0,0,Riesgo Bajo
28,59000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,12000,9.63,1,0.2,N,10,30.446478,0,1,Riesgo Medio
26,65000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,6.62,0,0.15,N,3,6.649015,0,0,Riesgo Bajo
29,70000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,6500,7.88,0,0.09,N,9,8.796027,0,0,Riesgo Bajo
26,54600,RENT,4.0,HOMEIMPROVEMENT,C,8000,13.8,0,0.15,Y,4,44.258766,0,0,Riesgo Medio
26,84191,MORTGAGE,5.0,PERSONAL,A,9000,6.62,0,0.11,N,3,3.7755256,0,0,Riesgo Bajo
26,45000,MORTGAGE,10.0,MEDICAL,B,4325,10.99,0,0.1,N,4,24.605114,0,0,Riesgo Medio
24,117300,RENT,4.0,MEDICAL,C,5000,13.23,1,0.04,Y,3,23.132692,0,1,Riesgo Medio
30,37000,RENT,2.0,VENTURE,A,10000,7.88,0,0.27,N,6,1.3874226,0,0,Riesgo Bajo
22,100000,MORTGAGE,6.0,EDUCATION,B,10000,10.74,0,0.1,N,3,6.9180174,0,0,Riesgo Bajo
31,62400,MORTGAGE,8.0,EDUCATION,D,8500,14.09,0,0.14,N,5,45.96693,0,0,Riesgo Medio
24,64000,RENT,8.0,DEBTCONSOLIDATION,D,30000,14.54,1,0.47,Y,3,99.80045,1,1,Riesgo Alto
34,62000,RENT,1.0,HOMEIMPROVEMENT,A,6000,7.49,0,0.1,N,9,8.620097,0,0,Riesgo Bajo
28,108000,RENT,2.0,DEBTCONSOLIDATION,D,20000,15.31,1,0.19,Y,8,96.58243,1,1,Riesgo Alto
23,54000,MORTGAGE,7.0,MEDICAL,A,6000,6.03,0,0.11,N,4,17.644945,0,0,Riesgo Bajo
23,70000,RENT,2.0,EDUCATION,C,20500,13.16,0,0.29,Y,3,21.87106,0,0,Riesgo Medio
22,60000,RENT,2.0,PERSONAL,B,3000,11.89,0,0.05,N,4,13.581425,0,0,Riesgo Bajo
31,56000,RENT,4.0,MEDICAL,A,7000,7.29,0,0.13,N,8,15.559673,0,0,Riesgo Bajo
23,75800,RENT,0.0,PERSONAL,A,7000,6.54,0,0.09,N,2,5.741555,0,0,Riesgo Bajo
21,19000,OWN,5.0,MEDICAL,A,6000,8.49,1,0.32,N,3,99.803764,1,1,Riesgo Alto
27,35000,RENT,3.0,MEDICAL,B,10000,9.88,0,0.29,N,8,10.207879,0,0,Riesgo Bajo
49,74880,RENT,6.0,MEDICAL,A,14300,7.51,0,0.19,N,16,9.210961,0,0,Riesgo Bajo
29,100000,MORTGAGE,3.0,PERSONAL,D,13000,15.33,0,0.13,N,6,40.77227,0,0,Riesgo Medio
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,95.921936,1,1,Riesgo Alto
28,50000,RENT,2.0,EDUCATION,D,2000,16.89,1,0.04,N,5,93.72212,1,1,Riesgo Alto
49,58000,MORTGAGE,5.0,PERSONAL,D,16000,15.33,1,0.28,N,13,51.43978,1,1,Riesgo Alto
34,75000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6500,9.38,0,0.09,N,7,13.920704,0,0,Riesgo Bajo
22,42000,RENT,6.0,PERSONAL,B,3000,11.49,0,0.07,N,2,36.91227,0,0,Riesgo Medio
23,33600,MORTGAGE,8.0,PERSONAL,A,8000,6.99,0,0.24,N,2,38.55224,0,0,Riesgo Medio
28,48715,RENT,2.0,DEBTCONSOLIDATION,C,12000,12.87,0,0.25,Y,5,29.173704,0,0,Riesgo Medio
21,35000,RENT,5.0,MEDICAL,C,11300,13.49,1,0.32,N,3,98.223625,1,1,Riesgo Alto
23,62000,MORTGAGE,3.0,VENTURE,A,4000,8.9,0,0.06,N,2,0.8468378,0,0,Riesgo Bajo
28,50000,RENT,4.0,MEDICAL,A,8000,7.14,0,0.16,N,7,8.941547,0,0,Riesgo Bajo
29,46400,MORTGAGE,0.0,EDUCATION,A,12000,7.51,0,0.26,N,10,15.138279,0,0,Riesgo Bajo
24,54000,RENT,3.0,EDUCATION,A,4025,6.76,0,0.07,N,2,15.912596,0,0,Riesgo Bajo
22,34000,MORTGAGE,4.0,PERSONAL,D,7750,15.21,1,0.23,N,2,77.93957,1,1,Riesgo Alto
21,59000,RENT,1.0,EDUCATION,A,5500,5.42,0,0.09,N,2,6.343473,0,0,Riesgo Bajo
24,90000,MORTGAGE,8.0,VENTURE,B,7000,10.99,0,0.08,N,3,0.49282387,0,0,Riesgo Bajo
27,32000,RENT,1.0,DEBTCONSOLIDATION,A,5800,7.49,0,0.18,N,5,30.454344,0,0,Riesgo Medio
28,84000,MORTGAGE,1.0,PERSONAL,A,8400,7.51,0,0.1,N,10,7.346929,0,0,Riesgo Bajo
22,64000,RENT,5.0,DEBTCONSOLIDATION,A,6600,8.9,0,0.1,N,4,27.252623,0,0,Riesgo Medio
32,52000,MORTGAGE,1.0,VENTURE,A,1000,6.99,0,0.02,N,7,0.5550522,0,0,Riesgo Bajo
23,57000,RENT,7.0,DEBTCONSOLIDATION,B,10000,11.48,0,0.18,N,4,34.128555,0,0,Riesgo Medio
27,40000,RENT,4.0,EDUCATION,C,6000,12.73,0,0.15,N,10,15.101194,0,0,Riesgo Bajo
53,85000,RENT,2.0,PERSONAL,A,8000,7.74,0,0.09,N,26,5.9753504,0,0,Riesgo Bajo
39,60000,MORTGAGE,20.0,MEDICAL,A,7000,7.68,0,0.12,N,15,7.697981,0,0,Riesgo Bajo
32,75000,RENT,3.0,VENTURE,D,12800,14.74,0,0.17,Y,6,30.546293,0,0,Riesgo Medio
29,70000,RENT,2.0,EDUCATION,A,4350,10.99,0,0.06,N,10,16.19264,0,0,Riesgo Bajo
26,75000,RENT,3.0,EDUCATION,A,20000,10.99,0,0.27,N,3,19.900726,0,0,Riesgo Bajo
33,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7500,10.08,1,0.1,N,9,13.530341,0,1,Riesgo Bajo
31,250000,MORTGAGE,14.0,PERSONAL,D,12000,14.09,0,0.05,Y,6,42.748142,0,0,Riesgo Medio
21,45000,RENT,0.0,PERSONAL,D,7000,14.96,1,0.16,Y,4,93.929596,1,1,Riesgo Alto
33,45600,RENT,0.0,DEBTCONSOLIDATION,A,11200,5.79,0,0.25,N,8,10.707758,0,0,Riesgo Bajo
26,43680,RENT,5.0,MEDICAL,B,5000,10.65,0,0.11,N,4,22.785011,0,0,Riesgo Medio
34,44000,RENT,0.0,EDUCATION,D,16000,13.24,1,0.36,Y,6,99.709045,1,1,Riesgo Alto
24,50000,MORTGAGE,8.0,MEDICAL,A,12000,5.42,0,0.24,N,2,7.575998,0,0,Riesgo Bajo
23,51600,MORTGAGE,1.0,DEBTCONSOLIDATION,B,5000,10.59,0,0.1,N,3,27.502758,0,0,Riesgo Medio
32,230000,RENT,16.0,HOMEIMPROVEMENT,A,35000,10.99,0,0.15,N,9,30.9978,0,0,Riesgo Medio
29,23520,RENT,0.0,PERSONAL,B,2400,10.36,0,0.1,N,6,31.930655,0,0,Riesgo Medio
28,300000,MORTGAGE,12.0,EDUCATION,C,10125,15.23,0,0.03,N,6,8.085355,0,0,Riesgo Bajo
34,120000,MORTGAGE,2.0,EDUCATION,B,4200,12.69,0,0.04,N,6,15.222205,0,0,Riesgo Bajo
29,40000,RENT,7.0,PERSONAL,A,11450,8.49,0,0.29,N,5,15.269663,0,0,Riesgo Bajo
43,45996,MORTGAGE,2.0,EDUCATION,A,6300,7.51,0,0.14,N,14,11.210914,0,0,Riesgo Bajo
27,44004,RENT,0.0,PERSONAL,C,5000,13.79,1,0.11,N,8,52.653988,1,1,Riesgo Alto
32,50000,RENT,0.0,HOMEIMPROVEMENT,A,3775,6.17,0,0.08,N,8,11.65441,0,0,Riesgo Bajo
24,61200,MORTGAGE,8.0,EDUCATION,C,2500,10.99,1,0.04,N,4,25.076876,0,1,Riesgo Medio
22,30000,MORTGAGE,3.0,EDUCATION,A,5000,6.91,0,0.17,N,3,22.156658,0,0,Riesgo Medio
27,54000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,12000,16.49,1,0.22,N,10,92.1368,1,1,Riesgo Alto
22,67440,MORTGAGE,6.0,EDUCATION,B,5500,10.25,0,0.08,N,4,15.003877,0,0,Riesgo Bajo
31,36000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,4800,7.51,0,0.13,N,5,26.604445,0,0,Riesgo Medio
27,55000,RENT,1.0,EDUCATION,A,17000,7.88,1,0.31,N,5,98.347755,1,1,Riesgo Alto
23,26400,RENT,7.0,EDUCATION,A,3800,7.9,0,0.14,N,2,29.137676,0,0,Riesgo Medio
27,100000,MORTGAGE,2.0,MEDICAL,C,10000,12.09,0,0.1,Y,9,13.830064,0,0,Riesgo Bajo
22,50000,RENT,6.0,DEBTCONSOLIDATION,C,20000,13.22,1,0.4,N,2,98.670006,1,1,Riesgo Alto
23,29000,RENT,1.0,VENTURE,C,13475,14.26,1,0.46,Y,4,99.45498,1,1,Riesgo Alto
24,53000,RENT,5.0,EDUCATION,A,5100,7.9,0,0.1,N,2,18.993546,0,0,Riesgo Bajo
25,30000,RENT,6.0,EDUCATION,D,4000,16.49,0,0.13,Y,3,64.72953,1,0,Riesgo Alto
27,18000,RENT,3.0,EDUCATION,B,8000,10.75,1,0.44,N,10,99.82469,1,1,Riesgo Alto
22,21600,RENT,1.0,DEBTCONSOLIDATION,D,2000,16.89,1,0.09,N,2,99.19862,1,1,Riesgo Alto
26,44000,OWN,10.0,VENTURE,C,5000,10.99,0,0.11,N,2,1.0295329,0,0,Riesgo Bajo
24,32000,RENT,1.0,MEDICAL,A,5000,10.99,0,0.16,N,3,40.63986,0,0,Riesgo Medio
23,30000,RENT,6.0,DEBTCONSOLIDATION,A,4800,7.49,0,0.16,N,4,40.576763,0,0,Riesgo Medio
37,30960,RENT,5.0,VENTURE,B,4800,11.49,0,0.16,N,16,5.19429,0,0,Riesgo Bajo
22,62000,RENT,5.0,VENTURE,A,13200,10.99,0,0.21,N,4,6.3780823,0,0,Riesgo Bajo
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,11.48612,0,0,Riesgo Bajo
22,50985,RENT,4.0,EDUCATION,C,11000,13.11,0,0.22,N,2,11.534676,0,0,Riesgo Bajo
39,70000,RENT,5.0,EDUCATION,B,13000,11.99,0,0.19,N,17,13.218054,0,0,Riesgo Bajo
22,33300,MORTGAGE,5.0,DEBTCONSOLIDATION,D,5325,14.59,1,0.16,N,4,93.03688,1,1,Riesgo Alto
27,90000,RENT,1.0,EDUCATION,B,16000,12.42,0,0.18,N,9,9.045764,0,0,Riesgo Bajo
23,65748,MORTGAGE,6.0,EDUCATION,A,8800,9.63,0,0.13,N,3,14.253311,0,0,Riesgo Bajo
23,80000,MORTGAGE,5.0,VENTURE,E,8000,15.68,0,0.1,N,4,22.19957,0,0,Riesgo Medio
26,65000,RENT,5.0,DEBTCONSOLIDATION,B,3200,11.71,0,0.05,N,3,15.1139145,0,0,Riesgo Bajo
25,45600,RENT,5.0,MEDICAL,C,12000,13.23,0,0.26,N,4,26.563717,0,0,Riesgo Medio
21,20000,RENT,5.0,PERSONAL,C,4500,13.49,0,0.23,N,2,23.68627,0,0,Riesgo Medio
22,33000,RENT,1.0,EDUCATION,B,5000,10.25,0,0.15,N,2,36.538666,0,0,Riesgo Medio
24,46000,MORTGAGE,5.0,EDUCATION,B,10000,9.99,0,0.22,N,2,22.561428,0,0,Riesgo Medio
33,143004,MORTGAGE,17.0,VENTURE,A,10000,6.99,0,0.07,N,9,0.4849357,0,0,Riesgo Bajo
23,25000,MORTGAGE,4.0,MEDICAL,A,5000,9.32,0,0.2,N,2,34.461952,0,0,Riesgo Medio
23,130008,MORTGAGE,0.0,MEDICAL,A,9000,7.74,0,0.07,N,2,4.1817126,0,0,Riesgo Bajo
29,40777,MORTGAGE,4.0,PERSONAL,D,8000,14.91,0,0.2,Y,8,34.57788,0,0,Riesgo Medio
33,79050,MORTGAGE,17.0,MEDICAL,D,12750,15.95,1,0.14,N,10,96.374306,1,1,Riesgo Alto
27,70000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,5200,7.51,0,0.07,N,10,9.071193,0,0,Riesgo Bajo
23,29976,RENT,3.0,PERSONAL,B,15000,10.25,1,0.5,N,4,99.520065,1,1,Riesgo Alto
36,60000,RENT,2.0,PERSONAL,A,2400,5.79,0,0.04,N,17,2.7888994,0,0,Riesgo Bajo
33,93000,RENT,1.0,DEBTCONSOLIDATION,A,3000,10.99,0,0.03,N,7,17.19398,0,0,Riesgo Bajo
26,48000,RENT,1.0,PERSONAL,E,15000,18.64,1,0.31,Y,3,99.3717,1,1,Riesgo Alto
22,105000,MORTGAGE,6.0,MEDICAL,B,12800,11.83,0,0.12,N,2,18.142015,0,0,Riesgo Bajo
34,102000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,7200,13.49,1,0.07,N,5,16.977158,0,1,Riesgo Bajo
34,75000,MORTGAGE,6.0,VENTURE,A,8000,5.42,0,0.11,N,10,0.29254228,0,0,Riesgo Bajo
29,25000,OWN,8.0,MEDICAL,C,6500,13.49,0,0.26,N,9,0.3721495,0,0,Riesgo Bajo
22,58000,OTHER,3.0,DEBTCONSOLIDATION,C,15000,13.79,0,0.26,Y,4,42.303825,0,0,Riesgo Medio
25,49000,OWN,4.0,HOMEIMPROVEMENT,A,2500,6.76,0,0.05,N,4,0.6527257,0,0,Riesgo Bajo
34,103000,MORTGAGE,5.0,VENTURE,B,16000,10.62,0,0.16,N,7,0.44083068,0,0,Riesgo Bajo
29,58000,RENT,4.0,MEDICAL,C,15000,13.16,0,0.26,Y,5,40.60007,0,0,Riesgo Medio
29,54000,RENT,1.0,HOMEIMPROVEMENT,B,2000,10.01,0,0.04,N,7,45.27151,0,0,Riesgo Medio
25,170850,MORTGAGE,9.0,MEDICAL,F,6500,15.01,1,0.03,N,2,94.42009,1,1,Riesgo Alto
26,34000,RENT,2.0,PERSONAL,D,12000,14.96,1,0.35,N,3,99.493645,1,1,Riesgo Alto
31,42096,RENT,15.0,PERSONAL,B,12500,11.11,0,0.3,N,5,27.693975,0,0,Riesgo Medio
37,74000,MORTGAGE,8.0,EDUCATION,A,12000,7.51,0,0.16,N,17,10.751313,0,0,Riesgo Bajo
22,64000,RENT,5.0,MEDICAL,A,6600,8.9,0,0.1,N,3,27.959991,0,0,Riesgo Medio
22,48400,RENT,6.0,VENTURE,C,12000,14.65,1,0.25,Y,3,37.344463,0,1,Riesgo Medio
25,39000,RENT,0.0,HOMEIMPROVEMENT,E,4000,17.74,1,0.1,N,2,98.893265,1,1,Riesgo Alto
24,87000,RENT,0.0,VENTURE,B,12000,8.88,0,0.14,N,3,0.51644474,0,0,Riesgo Bajo
40,100010,MORTGAGE,11.0,PERSONAL,B,8000,9.99,0,0.08,N,17,11.754179,0,0,Riesgo Bajo
40,59484,MORTGAGE,13.0,VENTURE,A,5500,7.14,0,0.09,N,11,0.6423579,0,0,Riesgo Bajo
25,72000,RENT,2.0,DEBTCONSOLIDATION,A,8000,7.9,0,0.11,N,4,10.415511,0,0,Riesgo Bajo
39,40000,OWN,4.0,VENTURE,B,1000,10.37,0,0.03,N,16,0.038329143,0,0,Riesgo Bajo
22,27000,RENT,1.0,VENTURE,B,5000,10.08,0,0.19,N,2,2.6045072,0,0,Riesgo Bajo
30,75000,RENT,0.0,EDUCATION,A,16000,8.9,0,0.21,N,10,16.520386,0,0,Riesgo Bajo
25,30000,OWN,9.0,VENTURE,A,10000,10.99,0,0.33,N,2,0.19507517,0,0,Riesgo Bajo
26,64000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,5000,6.62,0,0.08,N,2,23.955559,0,0,Riesgo Medio
24,79000,RENT,8.0,HOMEIMPROVEMENT,A,21000,7.9,0,0.27,N,2,26.293797,0,0,Riesgo Medio
29,45600,MORTGAGE,9.0,PERSONAL,A,2000,7.88,0,0.04,N,10,19.234137,0,0,Riesgo Bajo
23,100000,MORTGAGE,4.0,VENTURE,E,25000,17.14,0,0.25,Y,2,42.457203,0,0,Riesgo Medio
61,160000,RENT,3.0,PERSONAL,D,30000,10.99,0,0.19,Y,27,65.947365,1,0,Riesgo Alto
38,85000,RENT,9.0,MEDICAL,B,10000,11.12,0,0.12,N,12,13.637061,0,0,Riesgo Bajo
28,62496,RENT,1.0,DEBTCONSOLIDATION,B,13000,10.37,0,0.21,N,8,17.712996,0,0,Riesgo Bajo
29,64000,RENT,3.0,DEBTCONSOLIDATION,C,15000,15.27,1,0.23,N,10,56.56272,1,1,Riesgo Alto
28,56864,MORTGAGE,5.0,PERSONAL,A,12300,7.88,0,0.22,N,7,17.868057,0,0,Riesgo Bajo
24,36000,RENT,7.0,MEDICAL,B,12000,8.88,1,0.33,N,4,98.752716,1,1,Riesgo Alto
30,70000,MORTGAGE,9.0,PERSONAL,A,7000,8.9,0,0.1,N,8,16.572014,0,0,Riesgo Bajo
22,60000,RENT,2.0,MEDICAL,B,10000,11.71,0,0.17,N,2,12.032514,0,0,Riesgo Bajo
